customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-00462,Male,0,Yes,No,26,Yes,No,No,One year,No,Electronic check,76.17,1919.59,No
CUST-00463,Female,0,No,Yes,65,Yes,No,DSL,Month-to-month,Yes,Bank transfer (automatic),94.63,6232.4,Yes
CUST-00464,Male,0,No,No,40,Yes,Yes,No,One year,No,Credit card (automatic),58.64,2265.21,No
CUST-00465,Female,0,Yes,No,12,Yes,No,No,Two year,No,Electronic check,105.98,1259.55,No
CUST-00466,Male,1,Yes,Yes,8,Yes,No,No,Month-to-month,Yes,Credit card (automatic),82.87,684.67,Yes
CUST-00467,Female,0,Yes,No,35,Yes,Yes,No,Two year,Yes,Credit card (automatic),107.92,3742.88,No
CUST-00468,Male,1,No,No,57,Yes,No,DSL,Month-to-month,Yes,Bank transfer (automatic),80.35,4537.78,Yes
CUST-00469,Male,0,Yes,No,53,Yes,Yes,Fiber optic,Two year,Yes,Credit card (automatic),31.13,1661.0,No
CUST-00470,Female,0,Yes,No,11,Yes,Yes,DSL,Month-to-month,Yes,Bank transfer (automatic),48.97,542.56,Yes
CUST-00471,Male,1,Yes,No,13,Yes,No,DSL,Month-to-month,Yes,Mailed check,38.18,496.64,No
CUST-00472,Female,0,Yes,No,33,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),108.88,3635.97,No
CUST-00473,Male,0,Yes,No,52,Yes,Yes,DSL,Month-to-month,Yes,Credit card (automatic),94.04,4870.36,Yes
CUST-00474,Female,0,No,No,19,Yes,No,Fiber optic,Two year,No,Mailed check,85.64,1643.14,No
CUST-00475,Male,0,No,No,15,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),48.1,696.17,No
CUST-00476,Female,1,Yes,No,69,Yes,No phone service,No,Month-to-month,No,Credit card (automatic),36.4,2469.13,No
CUST-00477,Male,0,Yes,No,55,Yes,Yes,No,Month-to-month,Yes,Electronic check,93.65,5136.51,Yes
CUST-00478,Female,0,Yes,No,57,No,No phone service,DSL,One year,Yes,Electronic check,65.42,3704.0,No
CUST-00479,Male,0,Yes,No,3,Yes,Yes,DSL,Month-to-month,Yes,Bank transfer (automatic),40.58,99.3,Yes
CUST-00480,Female,0,No,No,3,Yes,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),79.66,297.25,Yes
CUST-00481,Female,0,Yes,No,19,Yes,Yes,DSL,Month-to-month,Yes,Electronic check,22.03,405.86,No
CUST-00482,Female,0,No,Yes,9,Yes,No,DSL,Month-to-month,No,Credit card (automatic),50.62,422.43,Yes
CUST-00483,Male,0,No,No,23,Yes,No phone service,Fiber optic,Two year,No,Credit card (automatic),64.86,1493.18,No
CUST-00484,Female,0,Yes,Yes,25,Yes,Yes,No,Two year,Yes,Credit card (automatic),32.8,825.21,No
CUST-00485,Male,0,No,No,36,No,No phone service,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),116.47,4133.58,Yes
CUST-00486,Female,1,No,No,53,Yes,No,DSL,One year,Yes,Mailed check,38.91,2047.31,No
CUST-00487,Male,0,No,No,20,Yes,No,Fiber optic,Month-to-month,Yes,Mailed check,31.04,603.87,Yes
CUST-00488,Female,0,No,No,37,Yes,No,DSL,One year,Yes,Mailed check,38.35,1410.34,No
CUST-00489,Male,0,Yes,No,45,Yes,Yes,DSL,Two year,Yes,Mailed check,94.91,4307.23,No
CUST-00490,Male,0,Yes,No,3,Yes,Yes,Fiber optic,Two year,Yes,Mailed check,60.55,188.48,No
CUST-00491,Female,0,No,Yes,59,Yes,No,Fiber optic,Month-to-month,No,Bank transfer (automatic),74.54,4459.26,No
CUST-00492,Male,0,Yes,No,56,Yes,No,Fiber optic,One year,No,Bank transfer (automatic),20.1,1125.02,No
CUST-00493,Male,0,Yes,Yes,44,Yes,Yes,DSL,Month-to-month,No,Mailed check,21.44,1032.16,No
CUST-00494,Female,0,Yes,Yes,19,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),62.58,1165.98,No
CUST-00495,Male,0,Yes,No,16,No,No phone service,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),99.67,1556.24,Yes
CUST-00496,Male,1,Yes,No,70,Yes,No,Fiber optic,One year,Yes,Mailed check,106.52,7483.77,No
CUST-00497,Male,0,No,No,3,No,No phone service,Fiber optic,One year,Yes,Credit card (automatic),26.67,148.21,No
CUST-00498,Female,0,Yes,No,13,Yes,No,No,One year,Yes,Bank transfer (automatic),71.84,864.98,No
CUST-00499,Male,1,Yes,No,2,Yes,Yes,Fiber optic,Month-to-month,No,Credit card (automatic),109.32,208.79,Yes
CUST-00500,Female,0,Yes,No,57,Yes,No,Fiber optic,Two year,No,Bank transfer (automatic),56.8,3207.06,No
